Ra,Nu_solver,Nu_ref,err_pct,psi_max,iters
1000.0,1.1199317638813968,1.118,0.17278746703011705,1.1753398128975308,68500
10000.0,2.256448000094531,2.243,0.5995541727387853,5.06714680928499,92000
100000.0,4.553257730330654,4.519,0.7580821051262212,9.615109250456914,124500
1000000.0,8.927838542387681,8.8,1.4527107089509115,16.843865364772896,167500
