y,u
2.968750000000000000e-01,-3.255328007898468101e-01
3.007812500000000000e-01,-3.243889901845413704e-01
3.046875000000000000e-01,-3.230100053842122065e-01
3.085937500000000000e-01,-3.214012911572705633e-01
3.125000000000000000e-01,-3.195688732185608671e-01
3.164062500000000000e-01,-3.175193131562448201e-01
3.203125000000000000e-01,-3.152596605563857679e-01
3.242187500000000000e-01,-3.127974028411646401e-01
3.281250000000000000e-01,-3.101404133491723059e-01
3.320312500000000000e-01,-3.072968981907440167e-01
3.359375000000000000e-01,-3.042753424082675906e-01
3.398437500000000000e-01,-3.010844559607797066e-01
3.437500000000000000e-01,-2.977331200347261841e-01
3.476562500000000000e-01,-2.942303341589731502e-01
3.515625000000000000e-01,-2.905851645726826860e-01
3.554687500000000000e-01,-2.868066942605835834e-01
3.593750000000000000e-01,-2.829039750316209023e-01
3.632812500000000000e-01,-2.788859819758879866e-01
3.671875000000000000e-01,-2.747615705907477945e-01
3.710937500000000000e-01,-2.705394368219415924e-01
3.750000000000000000e-01,-2.662280802199816776e-01
3.789062500000000000e-01,-2.618357703661118308e-01
3.828125000000000000e-01,-2.573705166776409925e-01
3.867187500000000000e-01,-2.528400416592031519e-01
3.906250000000000000e-01,-2.482517576253258085e-01
3.945312500000000000e-01,-2.436127468811335461e-01
3.984375000000000000e-01,-2.389297453122924964e-01
4.023437500000000000e-01,-2.342091293031831611e-01
4.062500000000000000e-01,-2.294569058731976696e-01
4.101562500000000000e-01,-2.246787058958616967e-01
4.140625000000000000e-01,-2.198797802440708438e-01
4.179687500000000000e-01,-2.150649986865804664e-01
4.218750000000000000e-01,-2.102388513469612974e-01
4.257812500000000000e-01,-2.054054525252251295e-01
4.296875000000000000e-01,-2.005685466749280721e-01
4.335937500000000000e-01,-1.957315163243844580e-01
4.375000000000000000e-01,-1.908973917289742417e-01
4.414062500000000000e-01,-1.860688620428678774e-01
4.453125000000000000e-01,-1.812482878019885391e-01
4.492187500000000000e-01,-1.764377145155471283e-01
4.531250000000000000e-01,-1.716388871709835229e-01
4.570312500000000000e-01,-1.668532654660364045e-01
4.609375000000000000e-01,-1.620820395916933165e-01
4.648437500000000000e-01,-1.573261464009672039e-01
4.687500000000000000e-01,-1.525862858102957631e-01
4.726562500000000000e-01,-1.478629372926274499e-01
4.765625000000000000e-01,-1.431563763338896678e-01
4.804687500000000000e-01,-1.384666907374665357e-01
4.843750000000000000e-01,-1.337937966736717499e-01
4.882812500000000000e-01,-1.291374543839420852e-01
4.921875000000000000e-01,-1.244972834615492019e-01
4.960937500000000000e-01,-1.198727776421506519e-01
5.000000000000000000e-01,-1.152633190489602555e-01
5.039062500000000000e-01,-1.106681918475800330e-01
5.078125000000000000e-01,-1.060865952756078201e-01
5.117187500000000000e-01,-1.015176560212598389e-01
5.156250000000000000e-01,-9.696043993375624837e-02
5.195312500000000000e-01,-9.241396305597504579e-02
5.234375000000000000e-01,-8.787720197669379729e-02
5.273437500000000000e-01,-8.334910350632718234e-02
5.312500000000000000e-01,-7.882859368532812994e-02
5.351562500000000000e-01,-7.431458613934971424e-02
5.390625000000000000e-01,-6.980598979952112870e-02
5.429687500000000000e-01,-6.530171600955547717e-02
5.468750000000000000e-01,-6.080068504452107447e-02
5.507812500000000000e-01,-5.630183206831063103e-02
5.546875000000000000e-01,-5.180411255873451637e-02
5.585937500000000000e-01,-4.730650723048945849e-02
5.625000000000000000e-01,-4.280802648716885983e-02
5.664062500000000000e-01,-3.830771443386105091e-02
5.703125000000000000e-01,-3.380465248206654394e-02
5.742187500000000000e-01,-2.929796257845573848e-02
5.781250000000000000e-01,-2.478681008835081911e-02
5.820312500000000000e-01,-2.027040636408905527e-02
5.859375000000000000e-01,-1.574801102748679682e-02
5.898437500000000000e-01,-1.121893399423967708e-02
5.937500000000000000e-01,-6.682537266909704954e-03
5.976562500000000000e-01,-2.138236521544101265e-03
6.015625000000000000e-01,2.414497488734568265e-03
6.054687500000000000e-01,6.976137691239614469e-03
6.093750000000000000e-01,1.154709959249444751e-02
6.132812500000000000e-01,1.612774030004793246e-02
6.171875000000000000e-01,2.071835765091201154e-02
6.210937500000000000e-01,2.531918943220290430e-02
6.250000000000000000e-01,2.993041268116414244e-02
6.289062500000000000e-01,3.455214305368059513e-02
6.328125000000000000e-01,3.918443425212103648e-02
6.367187500000000000e-01,4.382727750506809627e-02
6.406250000000000000e-01,4.848060109306295828e-02
6.445312500000000000e-01,5.314426991607490436e-02
6.484375000000000000e-01,5.781808510014485591e-02
6.523437500000000000e-01,6.250178364170899670e-02
6.562500000000000000e-01,6.719503808968063652e-02
6.601562500000000000e-01,7.189745626667942702e-02
6.640625000000000000e-01,7.660858103177048406e-02
6.679687500000000000e-01,8.132789008839402811e-02
6.718750000000000000e-01,8.605479584196906728e-02
6.757812500000000000e-01,9.078864531278973971e-02
6.796875000000000000e-01,9.552872011061097623e-02
6.835937500000000000e-01,1.002742364782154283e-01
6.875000000000000000e-01,1.050243454121044806e-01
6.914062500000000000e-01,1.097781328691436187e-01
6.953125000000000000e-01,1.145346200691506056e-01
6.992187500000000000e-01,1.192927639041485577e-01
7.031250000000000000e-01,1.240514574662299196e-01
7.070312500000000000e-01,1.288095307074073048e-01
7.109375000000000000e-01,1.335657512464667462e-01
7.148437500000000000e-01,1.383188253400184919e-01
7.187500000000000000e-01,1.430673990377311355e-01
7.226562500000000000e-01,1.478100595453781807e-01
7.265625000000000000e-01,1.525453368238647300e-01
7.304687500000000000e-01,1.572717054584842344e-01
7.343750000000000000e-01,1.619875868402615993e-01
7.382812500000000000e-01,1.666913517110444332e-01
7.421875000000000000e-01,1.713813231365204359e-01
7.460937500000000000e-01,1.760557799870454687e-01
7.500000000000000000e-01,1.807129610259270436e-01
7.539062500000000000e-01,1.853510697294513676e-01
7.578125000000000000e-01,1.899682799936996958e-01
7.617187500000000000e-01,1.945627429207608117e-01
7.656250000000000000e-01,1.991325949231317338e-01
7.695312500000000000e-01,2.036759674414376775e-01
7.734375000000000000e-01,2.081909986381447197e-01
7.773437500000000000e-01,2.126758475112069391e-01
7.812500000000000000e-01,2.171287109681649952e-01
7.851562500000000000e-01,2.215478445145677711e-01
7.890625000000000000e-01,2.259315873433198618e-01
7.929687500000000000e-01,2.302783927645464246e-01
7.968750000000000000e-01,2.345868650899873842e-01
8.007812500000000000e-01,2.388558042827551020e-01
8.046875000000000000e-01,2.430842599014759742e-01
8.085937500000000000e-01,2.472715961055715894e-01
8.125000000000000000e-01,2.514175697425500289e-01
8.164062500000000000e-01,2.555224238023008354e-01
8.203125000000000000e-01,2.595869987889916075e-01
8.242187500000000000e-01,2.636128648163946764e-01
8.281250000000000000e-01,2.676024774607181911e-01
8.320312500000000000e-01,2.715593605861883475e-01
8.359375000000000000e-01,2.754883194665165291e-01
8.398437500000000000e-01,2.793956875290639630e-01
8.437500000000000000e-01,2.832896099111277266e-01
8.476562500000000000e-01,2.871803666970347280e-01
8.515625000000000000e-01,2.910807381534308291e-01
8.554687500000000000e-01,2.950064134471546140e-01
8.593750000000000000e-01,2.989764431612655926e-01
8.632812500000000000e-01,3.030137343664733862e-01
8.671875000000000000e-01,3.071455850056281633e-01
8.710937500000000000e-01,3.114042518619797306e-01
8.750000000000000000e-01,3.158275433728743309e-01
8.789062500000000000e-01,3.204594249994823230e-01
8.828125000000000000e-01,3.253506207710028519e-01
8.867187500000000000e-01,3.305591900180750997e-01
8.906250000000000000e-01,3.361510532587388411e-01
8.945312500000000000e-01,3.422004358072214814e-01
8.984375000000000000e-01,3.487901920978595527e-01
9.023437500000000000e-01,3.560119681679427828e-01
9.062500000000000000e-01,3.639661545049603930e-01
9.101562500000000000e-01,3.727615768882586167e-01
9.140625000000000000e-01,3.825148693737938643e-01
9.179687500000000000e-01,3.933494716946697167e-01
9.218750000000000000e-01,4.053941936698732817e-01
9.257812500000000000e-01,4.187812923918174945e-01
9.296875000000000000e-01,4.336440147191966688e-01
9.335937500000000000e-01,4.501135686881871933e-01
9.375000000000000000e-01,4.683155036219304179e-01
9.414062500000000000e-01,4.883655006654716857e-01
9.453125000000000000e-01,5.103646037907241251e-01
9.492187500000000000e-01,5.343939564135666842e-01
9.531250000000000000e-01,5.605091507963511077e-01
9.570312500000000000e-01,5.887343461921989984e-01
9.609375000000000000e-01,6.190563666320971770e-01
9.648437500000000000e-01,6.514190492997529169e-01
9.687500000000000000e-01,6.857181780028209772e-01
9.726562500000000000e-01,7.217974012058241406e-01
9.765625000000000000e-01,7.594455977535514712e-01
9.804687500000000000e-01,7.983962125299792767e-01
9.843750000000000000e-01,8.383291350269410636e-01
9.882812500000000000e-01,8.788757316646547135e-01
9.921875000000000000e-01,9.196276624997070659e-01
9.960937500000000000e-01,9.601501085450585560e-01
1.000000000000000000e+00,1.000000000000000000e+00
