x,v
3.203125000000000000e-01,1.667791058863175024e-01
3.242187500000000000e-01,1.656010149100692885e-01
3.281250000000000000e-01,1.643717972276128592e-01
3.320312500000000000e-01,1.630914377370604740e-01
3.359375000000000000e-01,1.617598976666414501e-01
3.398437500000000000e-01,1.603771160798306283e-01
3.437500000000000000e-01,1.589430113621848051e-01
3.476562500000000000e-01,1.574574826896197877e-01
3.515625000000000000e-01,1.559204114780472494e-01
3.554687500000000000e-01,1.543316628144930647e-01
3.593750000000000000e-01,1.526910868700150914e-01
3.632812500000000000e-01,1.509985202949639671e-01
3.671875000000000000e-01,1.492537875971668981e-01
3.710937500000000000e-01,1.474567025038826529e-01
3.750000000000000000e-01,1.456070693085438350e-01
3.789062500000000000e-01,1.437046842033176119e-01
3.828125000000000000e-01,1.417493365987319009e-01
3.867187500000000000e-01,1.397408104317232613e-01
3.906250000000000000e-01,1.376788854635826453e-01
3.945312500000000000e-01,1.355633385693115756e-01
3.984375000000000000e-01,1.333939450200896104e-01
4.023437500000000000e-01,1.311704797605521833e-01
4.062500000000000000e-01,1.288927186826898108e-01
4.101562500000000000e-01,1.265604398983350976e-01
4.140625000000000000e-01,1.241734250121089289e-01
4.179687500000000000e-01,1.217314603968358000e-01
4.218750000000000000e-01,1.192343384735456979e-01
4.257812500000000000e-01,1.166818589981755139e-01
4.296875000000000000e-01,1.140738303571193768e-01
4.335937500000000000e-01,1.114100708737799650e-01
4.375000000000000000e-01,1.086904101284007496e-01
4.414062500000000000e-01,1.059146902934839929e-01
4.453125000000000000e-01,1.030827674870300470e-01
4.492187500000000000e-01,1.001945131459294203e-01
4.531250000000000000e-01,9.724981542182931094e-02
4.570312500000000000e-01,9.424858060190821618e-02
4.609375000000000000e-01,9.119073455685722251e-02
4.648437500000000000e-01,8.807622421845451299e-02
4.687500000000000000e-01,8.490501908919867446e-02
4.726562500000000000e-01,8.167711278630207516e-02
4.765625000000000000e-01,7.839252462251167231e-02
4.804687500000000000e-01,7.505130122611447518e-02
4.843750000000000000e-01,7.165351820249910020e-02
4.882812500000000000e-01,6.819928183966972313e-02
4.921875000000000000e-01,6.468873086005011430e-02
4.960937500000000000e-01,6.112203822091899497e-02
5.000000000000000000e-01,5.749941296561722481e-02
5.039062500000000000e-01,5.382110212791246795e-02
5.078125000000000000e-01,5.008739269168316355e-02
5.117187500000000000e-01,4.629861360788112279e-02
5.156250000000000000e-01,4.245513787090793301e-02
5.195312500000000000e-01,3.855738465629166001e-02
5.234375000000000000e-01,3.460582152140823098e-02
5.273437500000000000e-01,3.060096667100076218e-02
5.312500000000000000e-01,2.654339128889127153e-02
5.351562500000000000e-01,2.243372193724546548e-02
5.390625000000000000e-01,1.827264302451148126e-02
5.429687500000000000e-01,1.406089934286391951e-02
5.468750000000000000e-01,9.799298675815748538e-03
5.507812500000000000e-01,5.488714476166833833e-03
5.546875000000000000e-01,1.130088614397450897e-03
5.585937500000000000e-01,-3.275565803010138666e-03
5.625000000000000000e-01,-7.727161546213778820e-03
5.664062500000000000e-01,-1.222353430678602138e-02
5.703125000000000000e-01,-1.676343967664806200e-02
5.742187500000000000e-01,-2.134555006347049755e-02
5.781250000000000000e-01,-2.596845154553761859e-02
5.820312500000000000e-01,-3.063064066996545876e-02
5.859375000000000000e-01,-3.533052119865232044e-02
5.898437500000000000e-01,-4.006640080721268760e-02
5.937500000000000000e-01,-4.483648774319881625e-02
5.976562500000000000e-01,-4.963888745066746822e-02
6.015625000000000000e-01,-5.447159916922217349e-02
6.054687500000000000e-01,-5.933251251686755268e-02
6.093750000000000000e-01,-6.421940406704074178e-02
6.132812500000000000e-01,-6.912993393147814913e-02
6.171875000000000000e-01,-7.406164236195955652e-02
6.210937500000000000e-01,-7.901194638528785674e-02
6.250000000000000000e-01,-8.397813648735130698e-02
6.289062500000000000e-01,-8.895737336367481873e-02
6.328125000000000000e-01,-9.394668475536605001e-02
6.367187500000000000e-01,-9.894296239126632031e-02
6.406250000000000000e-01,-1.039429590585054797e-01
6.445312500000000000e-01,-1.089432858255250380e-01
6.484375000000000000e-01,-1.139404094437050929e-01
6.523437500000000000e-01,-1.189306499550530916e-01
6.562500000000000000e-01,-1.239101785355281038e-01
6.601562500000000000e-01,-1.288750156054474516e-01
6.640625000000000000e-01,-1.338210292399466539e-01
6.679687500000000000e-01,-1.387439339144123096e-01
6.718750000000000000e-01,-1.436392896214098158e-01
6.757812500000000000e-01,-1.485025013971839059e-01
6.796875000000000000e-01,-1.533288192973643049e-01
6.835937500000000000e-01,-1.581133388626740910e-01
6.875000000000000000e-01,-1.628510021166889032e-01
6.914062500000000000e-01,-1.675365991386259523e-01
6.953125000000000000e-01,-1.721647702547386416e-01
6.992187500000000000e-01,-1.767300088923420276e-01
7.031250000000000000e-01,-1.812266651405209927e-01
7.070312500000000000e-01,-1.856489500614095789e-01
7.109375000000000000e-01,-1.899909407950826079e-01
7.148437500000000000e-01,-1.942465865000722047e-01
7.187500000000000000e-01,-1.984097151699533157e-01
7.226562500000000000e-01,-2.024740413642689418e-01
7.265625000000000000e-01,-2.064331748894323582e-01
7.304687500000000000e-01,-2.102806304620452593e-01
7.343750000000000000e-01,-2.140098383831965378e-01
7.382812500000000000e-01,-2.176141562478779434e-01
7.421875000000000000e-01,-2.210868817084854498e-01
7.460937500000000000e-01,-2.244212663055975554e-01
7.500000000000000000e-01,-2.276105303729272222e-01
7.539062500000000000e-01,-2.306478790159625092e-01
7.578125000000000000e-01,-2.335265191564044329e-01
7.617187500000000000e-01,-2.362396776258997022e-01
7.656250000000000000e-01,-2.387806202836557645e-01
7.695312500000000000e-01,-2.411426721232610149e-01
7.734375000000000000e-01,-2.433192383236946199e-01
7.773437500000000000e-01,-2.453038261894455729e-01
7.812500000000000000e-01,-2.470900679139038658e-01
7.851562500000000000e-01,-2.486717440891244024e-01
7.890625000000000000e-01,-2.500428078741760984e-01
7.929687500000000000e-01,-2.511974097232538838e-01
7.968750000000000000e-01,-2.521299225636637331e-01
8.007812500000000000e-01,-2.528349673034027134e-01
8.046875000000000000e-01,-2.533074385376985482e-01
8.085937500000000000e-01,-2.535425303142178066e-01
8.125000000000000000e-01,-2.535357618079374653e-01
8.164062500000000000e-01,-2.532830027484664903e-01
8.203125000000000000e-01,-2.527804984358148488e-01
8.242187500000000000e-01,-2.520248941747880167e-01
8.281250000000000000e-01,-2.510132589538418557e-01
8.320312500000000000e-01,-2.497431081912817596e-01
8.359375000000000000e-01,-2.482124253704869332e-01
8.398437500000000000e-01,-2.464196823862314645e-01
8.437500000000000000e-01,-2.443638584263956304e-01
8.476562500000000000e-01,-2.420444572175863840e-01
8.515625000000000000e-01,-2.394615224691709621e-01
8.554687500000000000e-01,-2.366156513581891829e-01
8.593750000000000000e-01,-2.335080059075651526e-01
8.632812500000000000e-01,-2.301403221218594197e-01
8.671875000000000000e-01,-2.265149167583326850e-01
8.710937500000000000e-01,-2.226346916264931863e-01
8.750000000000000000e-01,-2.185031353261406295e-01
8.789062500000000000e-01,-2.141243223523137118e-01
8.828125000000000000e-01,-2.095029095151166310e-01
8.867187500000000000e-01,-2.046441296430114853e-01
8.906250000000000000e-01,-1.995537825595827819e-01
8.945312500000000000e-01,-1.942382233458899154e-01
8.984375000000000000e-01,-1.887043479227359377e-01
9.023437500000000000e-01,-1.829595760096569546e-01
9.062500000000000000e-01,-1.770118315395765585e-01
9.101562500000000000e-01,-1.708695206297611291e-01
9.140625000000000000e-01,-1.645415072307792048e-01
9.179687500000000000e-01,-1.580370865949962678e-01
9.218750000000000000e-01,-1.513659567250715821e-01
9.257812500000000000e-01,-1.445381879801935776e-01
9.296875000000000000e-01,-1.375641910335847484e-01
9.335937500000000000e-01,-1.304546833887860191e-01
9.375000000000000000e-01,-1.232206546742686815e-01
9.414062500000000000e-01,-1.158733309461005834e-01
9.453125000000000000e-01,-1.084241382364048989e-01
9.492187500000000000e-01,-1.008846655912843948e-01
9.531250000000000000e-01,-9.326662784583045207e-02
9.570312500000000000e-01,-8.558182838568842432e-02
9.609375000000000000e-01,-7.784212214459701462e-02
9.648437500000000000e-01,-7.005937908538290015e-02
9.687500000000000000e-01,-6.224544840828308279e-02
9.726562500000000000e-01,-5.441212372536564923e-02
9.765625000000000000e-01,-4.657110943326897567e-02
9.804687500000000000e-01,-3.873398850884532396e-02
9.843750000000000000e-01,-3.091219194373436702e-02
9.882812500000000000e-01,-2.311697002460808004e-02
9.921875000000000000e-01,-1.535936565604800394e-02
9.960937500000000000e-01,-7.650189913035300091e-03
1.000000000000000000e+00,0.000000000000000000e+00
