x,v
4.101562500000000000e-01,1.218349465993533443e-01
4.140625000000000000e-01,1.176488336603913609e-01
4.179687500000000000e-01,1.134661337640157086e-01
4.218750000000000000e-01,1.092863528633358783e-01
4.257812500000000000e-01,1.051090437585173731e-01
4.296875000000000000e-01,1.009338023693082675e-01
4.335937500000000000e-01,9.676026393394465686e-02
4.375000000000000000e-01,9.258809919981914049e-02
4.414062500000000000e-01,8.841701066162066525e-02
4.453125000000000000e-01,8.424672889318074454e-02
4.492187500000000000e-01,8.007700901065817334e-02
4.531250000000000000e-01,7.590762729689259913e-02
4.570312500000000000e-01,7.173837800976734513e-02
4.609375000000000000e-01,6.756907039105364277e-02
4.648437500000000000e-01,6.339952588662001176e-02
4.687500000000000000e-01,5.922957558436792169e-02
4.726562500000000000e-01,5.505905787186549105e-02
4.765625000000000000e-01,5.088781631240557601e-02
4.804687500000000000e-01,4.671569773545769522e-02
4.843750000000000000e-01,4.254255053504074624e-02
4.882812500000000000e-01,3.836822316809573863e-02
4.921875000000000000e-01,3.419256284356819720e-02
4.960937500000000000e-01,3.001541439201638184e-02
5.000000000000000000e-01,2.583661930528791117e-02
5.039062500000000000e-01,2.165601493555868728e-02
5.078125000000000000e-01,1.747343384322341819e-02
5.117187500000000000e-01,1.328870328358178199e-02
5.156250000000000000e-01,9.101644822672838586e-03
5.195312500000000000e-01,4.912074073592620493e-03
5.234375000000000000e-01,7.198005453972200485e-04
5.273437500000000000e-01,-3.475372402345300316e-03
5.312500000000000000e-01,-7.673647505210823283e-03
5.351562500000000000e-01,-1.187523344447960483e-02
5.390625000000000000e-01,-1.608034460621965422e-02
5.429687500000000000e-01,-2.028920075152385039e-02
5.468750000000000000e-01,-2.450202659907319003e-02
5.507812500000000000e-01,-2.871905132048802045e-02
5.546875000000000000e-01,-3.294050794778868863e-02
5.585937500000000000e-01,-3.716663269110398460e-02
5.625000000000000000e-01,-4.139766416428791729e-02
5.664062500000000000e-01,-4.563384251505908651e-02
5.703125000000000000e-01,-4.987540845565874292e-02
5.742187500000000000e-01,-5.412260218955999846e-02
5.781250000000000000e-01,-5.837566222940537841e-02
5.820312500000000000e-01,-6.263482410101239850e-02
5.859375000000000000e-01,-6.690031892844316985e-02
5.898437500000000000e-01,-7.117237189529390662e-02
5.937500000000000000e-01,-7.545120057765508648e-02
5.976562500000000000e-01,-7.973701314523218286e-02
6.015625000000000000e-01,-8.403000642789315577e-02
6.054687500000000000e-01,-8.833036384635128968e-02
6.093750000000000000e-01,-9.263825320762464344e-02
6.132812500000000000e-01,-9.695382436791177838e-02
6.171875000000000000e-01,-1.012772067684526434e-01
6.210937500000000000e-01,-1.056085068531764648e-01
6.250000000000000000e-01,-1.099478053807736444e-01
6.289062500000000000e-01,-1.142951546487385173e-01
6.328125000000000000e-01,-1.186505756521523125e-01
6.367187500000000000e-01,-1.230140552066618653e-01
6.406250000000000000e-01,-1.273855430723838111e-01
6.445312500000000000e-01,-1.317649491241912330e-01
6.484375000000000000e-01,-1.361521406238885845e-01
6.523437500000000000e-01,-1.405469396611263022e-01
6.562500000000000000e-01,-1.449491208431332723e-01
6.601562500000000000e-01,-1.493584093283590875e-01
6.640625000000000000e-01,-1.537744793160253920e-01
6.679687500000000000e-01,-1.581969531228022419e-01
6.718750000000000000e-01,-1.626254009997953887e-01
6.757812500000000000e-01,-1.670593418669703567e-01
6.796875000000000000e-01,-1.714982451693636278e-01
6.835937500000000000e-01,-1.759415340894001645e-01
6.875000000000000000e-01,-1.803885903824742343e-01
6.914062500000000000e-01,-1.848387611387316554e-01
6.953125000000000000e-01,-1.892913678125385246e-01
6.992187500000000000e-01,-1.937457179022228360e-01
7.031250000000000000e-01,-1.982011197052475637e-01
7.070312500000000000e-01,-2.026569006181819788e-01
7.109375000000000000e-01,-2.071124294944581834e-01
7.148437500000000000e-01,-2.115671436148947038e-01
7.187500000000000000e-01,-2.160205808642547964e-01
7.226562500000000000e-01,-2.204724177382697548e-01
7.265625000000000000e-01,-2.249225138268080570e-01
7.304687500000000000e-01,-2.293709634248095597e-01
7.343750000000000000e-01,-2.338181549085760480e-01
7.382812500000000000e-01,-2.382648384736487657e-01
7.421875000000000000e-01,-2.427122027537151894e-01
7.460937500000000000e-01,-2.471619607192589996e-01
7.500000000000000000e-01,-2.516164450777669259e-01
7.539062500000000000e-01,-2.560787131530801730e-01
7.578125000000000000e-01,-2.605526608955344159e-01
7.617187500000000000e-01,-2.650431452524024678e-01
7.656250000000000000e-01,-2.695561135938699948e-01
7.695312500000000000e-01,-2.740987382278277096e-01
7.734375000000000000e-01,-2.786795532315835544e-01
7.773437500000000000e-01,-2.833085898657330404e-01
7.812500000000000000e-01,-2.879975057058103971e-01
7.851562500000000000e-01,-2.927597013226979072e-01
7.890625000000000000e-01,-2.976104168652451420e-01
7.929687500000000000e-01,-3.025667992587131039e-01
7.968750000000000000e-01,-3.076479289527576100e-01
8.007812500000000000e-01,-3.128747932732398596e-01
8.046875000000000000e-01,-3.182701915131840309e-01
8.085937500000000000e-01,-3.238585550252803813e-01
8.125000000000000000e-01,-3.296656638670292239e-01
8.164062500000000000e-01,-3.357182401509994918e-01
8.203125000000000000e-01,-3.420433973565160102e-01
8.242187500000000000e-01,-3.486679246995301185e-01
8.281250000000000000e-01,-3.556173865126588396e-01
8.320312500000000000e-01,-3.629150187795078253e-01
8.359375000000000000e-01,-3.705804088572328681e-01
8.398437500000000000e-01,-3.786279503928149381e-01
8.437500000000000000e-01,-3.870650738807217550e-01
8.476562500000000000e-01,-3.958902645791750885e-01
8.515625000000000000e-01,-4.050908938762018963e-01
8.554687500000000000e-01,-4.146409078061710218e-01
8.593750000000000000e-01,-4.244984371643578669e-01
8.632812500000000000e-01,-4.346034171236770050e-01
8.671875000000000000e-01,-4.448753295586174161e-01
8.710937500000000000e-01,-4.552112070177800618e-01
8.750000000000000000e-01,-4.654840614213346939e-01
8.789062500000000000e-01,-4.755419203960853380e-01
8.828125000000000000e-01,-4.852076663927897826e-01
8.867187500000000000e-01,-4.942798746169456692e-01
8.906250000000000000e-01,-5.025348314998625554e-01
8.945312500000000000e-01,-5.097298824909977100e-01
8.984375000000000000e-01,-5.156082039665879080e-01
9.023437500000000000e-01,-5.199050184306845956e-01
9.062500000000000000e-01,-5.223551768771503845e-01
9.101562500000000000e-01,-5.227019222169144719e-01
9.140625000000000000e-01,-5.207065313420713437e-01
9.179687500000000000e-01,-5.161584218530914647e-01
9.218750000000000000e-01,-5.088852156933105775e-01
9.257812500000000000e-01,-4.987621890383056034e-01
9.296875000000000000e-01,-4.857205169660003818e-01
9.335937500000000000e-01,-4.697537498392920785e-01
9.375000000000000000e-01,-4.509220374416902377e-01
9.414062500000000000e-01,-4.293537417806203571e-01
9.453125000000000000e-01,-4.052442391967074897e-01
9.492187500000000000e-01,-3.788518916541842030e-01
9.531250000000000000e-01,-3.504913483979332778e-01
9.570312500000000000e-01,-3.205245055060303994e-01
9.609375000000000000e-01,-2.893495876930231026e-01
9.648437500000000000e-01,-2.573889132607338204e-01
9.687500000000000000e-01,-2.250759527925774162e-01
9.726562500000000000e-01,-1.928422925142899702e-01
9.765625000000000000e-01,-1.611050653155214063e-01
9.804687500000000000e-01,-1.302553207908102029e-01
9.843750000000000000e-01,-1.006476783949360465e-01
9.882812500000000000e-01,-7.259145683551683492e-02
9.921875000000000000e-01,-4.634331412925431909e-02
9.960937500000000000e-01,-2.210128617345218094e-02
1.000000000000000000e+00,0.000000000000000000e+00
